email_id,contact_no,address1,address2,address3
peklund@gmail.com,+46405958552,"Brunnsliden 8","Lanesund och Överby","699 67"
danielsson.vincent@akesson.com,"08-949 61 55","Fredsbacken 62",Korsberga,54866
bengtsson.erhard@yahoo.com,"+46 (0)230 733 80","Bergmanstigen 2",Linderöd,"423 25"
inilsson@isaksson.info,"087-49 16 97","Drottningstigen 80K",Ödåkra,69546
mimmi.martinsson@hotmail.com,0321991465,"Olofsson Väg 1",Köpingsvik,"786 96"
dabrahamsson@danielsson.com,0266788503,"Lindgrenbacken 93T",Ljusdal,"944 23"
ingemar.sandstrom@yahoo.com,"+46 (0)721 630 46","Sjögrengränd 9095",Skärplinge,53574
runar13@hotmail.com,"011-11 81 93","Ainagränd 79B",Eksund,"708 63"
sjogren.perola@wikstrom.com,+4618990418,"Smågränd 22K",Marstrand,11571
torvald.blomqvist@gmail.com,+46675619553,"Severingatan 62S",Villshärad,"460 73"
inge88@strom.com,+46299970204,"Frideborgvägen 40",Västerfärnebo,"685 24"
naima.hellstrom@gmail.com,"057-834 092","Kungsbacken 6",Medle,12612
olov71@gmail.com,+46(0)797017518,"Hellströmstigen 6977",Eggby,"424 08"
ivar.sjogren@hansson.net,"078-114 73 89","Sundström Gata 2004",Hittarp,15696
kberggren@pettersson.com,"069-645 927","Kungsgatan 532",Dvärsätt,50842
edmund.sjoberg@gustafsson.com,046083628,"Vasabacken 6584",Rolfs,93523
lisa.henriksson@gmail.com,"+46 (0)4351425","Storvägen 1W",Jukkasjärvi,65061
ibengtsson@johansson.info,0700647804,"Per-Arnevägen 4R",Götene,"311 09"
fsundstrom@wallin.com,091105788,"Holm Allé 567",Ekeby,"823 51"
sandstrom.edmund@oberg.com,"+46 (0)379 902 93","Storgatan 8198",Årjäng,"313 49"
anita20@hotmail.com,0869906920,"Hamnbacken 66Y",Timmernabben,38246
perolof68@mansson.com,082469368,"Sjögatan 9290",Vitaby,"873 77"
nordin.stanley@fredriksson.com,"+46 (0)8 606 91 58","Lundgränd 7",Aneby,63363
holmberg.helena@yahoo.com,+46(0)975737156,"Storgatan 78V",Kimstad,"133 21"
strom.holger@hellstrom.com,"065-386 955","Larssonliden 5F",Lundsbrunn,60939
bengtgoran.samuelsson@hotmail.com,035216509,"Vasagränd 6",Berghem,82422
nystrom.axel@lundberg.biz,"035-743 801","Berggatan 618",Rockhammar,37021
thorsten.eklund@gmail.com,+46(0)578845247,"Donaldbacken 9",Kungsör,42845
dagmar.eriksson@nilsson.info,+46(0)930685343,"Drottninggatan 8R",Vallberga,35490
bjorklund.ullabritta@hotmail.com,"+46 408 453 727","Berggrenstigen 30B",Sjuhalla,"627 92"
laurentius.hellstrom@wikstrom.com,072457711,"Lindqvistgränd 1",Kjulaås,80286
ek.heinrich@yahoo.com,0384697871,"Småstigen 402",Pauliström,87057
upettersson@berglund.com,"08-874 158 24","Blomvägen 9N",Skattungbyn,40676
magnusson.maria@hotmail.com,+469956825,"Hamngatan 3",Trekanten,"597 59"
yakesson@hotmail.com,"+46 (0)53 91 56 01","Sjögränd 9074",Vikarbyn,58591
evelyn55@hotmail.com,"+46 (0)8 538 66 26","Björkbacken 927",Torarp,29026
viktor80@sjogren.biz,"08-281 415 44","Forsberg Gata 3339",Fårösund,56778
sofie.berggren@yahoo.com,+46(0)5213671,"Ringgränd 67I",Glemmingebro,"128 49"
margret75@lind.org,"+46 840 694 976","Mattssonvägen 188",Kallinge,"131 06"
ewa.akesson@yahoo.com,"049-08 41 49","Catringränd 8148",Kilafors,"486 04"
palsson.adelia@berglund.com,"08-674 73 64","Kungsbacken 370","Eda glasbruk",54625
ronald.forsberg@gmail.com,"054-986 84 09","Vasagatan 606",Billsta,"785 53"
jansson.tekla@blom.org,"+46 (0)815 657 250","Allanstigen 2501",Diö,13780
maurits84@arvidsson.com,+46(0)480459107,"Lundqvistvägen 1588",Flyinge,"316 10"
gun22@hotmail.com,"035-461 89 47","Borisstigen 6W",Hedeskoga,"430 72"
gabriella.axelsson@olsson.com,+4648214777,"Brunnsgatan 8",Svärdsjö,"139 13"
davida97@hellstrom.com,"+46 (0)43 72 07 69","Ottogatan 432",Rydboholm,90852
leander27@hotmail.com,+4676997947,"Wernergränd 7701",Hagbyhöjden,62125
lastrom@martensson.com,"+46 (0)883 441 29","Niklasstigen 63",Hallstavik,"841 75"
fnordstrom@hotmail.com,"+46 (0)719 400 62","Storgränd 3",Friggesund,80439
mjakobsson@hermansson.com,+46(0)13878645,"Sandströmliden 7065",Nybrostrand,"921 35"
olundgren@soderberg.info,"08-475 957 05","Kungsbacken 6013",Styrsö,"502 31"
lindgren.dennis@jonasson.com,0802768700,"Augustingatan 37D",Strångsjö,93979
curt89@gmail.com,"067-401 218","Lillstigen 2377",Heby,68383
eje.hellstrom@larsson.com,"056-835 395","Lindqvist Backe 8I",Rydaholm,76314
ilundqvist@sandberg.com,"08-193 116 60","Karl-Johangatan 43D",Vannsätter,51187
gustava.andreasson@yahoo.com,"08-462 22 51","Fredsbacken 92",Tanumshede,68703
